,_id,reference,question_id,topic_id
1468,1092,TH158,1092,2
1469,1093,TH159,1093,2
1470,1094,TH160,1094,2
1471,1095,TH201,1095,2
1472,1096,TH202,1096,2
1473,1097,TH203,1097,2
1474,1098,TH204,1098,2
1475,1099,TH205,1099,2
1476,1100,TH206,1100,2
1477,1101,TH207,1101,2
1478,1102,TH208,1102,2
1479,1103,TH209,1103,2
1480,1104,TH210,1104,2
1481,1105,TH211,1105,2
1482,1106,TH212,1106,2
1483,1107,TH213,1107,2
1484,1108,TH214,1108,2
1485,1109,TH215,1109,2
1486,1110,TH216,1110,2
1487,1111,TH217,1111,2
1488,1112,TH218,1112,2
1489,1113,TH219,1113,2
1490,1114,TH220,1114,2
1491,1115,TH221,1115,2
1492,1116,TH222,1116,2
1493,1117,TH223,1117,2
1494,1118,TH224,1118,2
1495,1119,TH225,1119,2
1496,1120,TH226,1120,2
1497,1121,TH227,1121,2
1498,1122,TH228,1122,2
1499,1123,TH229,1123,2
1500,1124,TH230,1124,2
1501,1125,TH231,1125,2
1502,1126,TH232,1126,2
1503,1127,TH301,1127,2
1504,1128,TH302,1128,2
1505,1129,TH303,1129,2
1506,1130,TH304,1130,2
1507,1131,TH305,1131,2
1508,1132,TH306,1132,2
1509,1133,TH307,1133,2
1510,1134,TH308,1134,2
1511,1135,TH309,1135,2
1512,1136,TH310,1136,2
1513,1137,TH311,1137,2
1514,1138,TH312,1138,2
1515,1139,TH313,1139,2
1516,1140,TH314,1140,2
1517,1141,TH315,1141,2
1518,1142,TH316,1142,2
1519,1143,TH317,1143,2
1520,1144,TH318,1144,2
1521,1145,TH319,1145,2
1522,1146,TH320,1146,2
1523,1147,TH321,1147,2
1524,1148,TH322,1148,2
1525,1149,TH323,1149,2
1526,1150,TH324,1150,2
1527,1151,TH325,1151,2
1528,1152,TH326,1152,2
1529,1153,TH327,1153,2
1530,1154,TH328,1154,2
1531,1155,TH329,1155,2
1532,1156,TH330,1156,2
1533,1157,TH331,1157,2
1534,1158,TH401,1158,2
1535,1159,TH402,1159,2
1536,1160,TH403,1160,2
1537,1161,TH404,1161,2
1538,1162,TH405,1162,2
1539,1163,TH406,1163,2
1540,1164,TH407,1164,2
1541,1165,TH408,1165,2
1542,1166,TH409,1166,2
1543,1167,TH410,1167,2
1544,1168,TH411,1168,2
1545,1169,TH412,1169,2
1546,1170,TH413,1170,2
1547,1171,TH414,1171,2
1548,1172,TH415,1172,2
1549,1173,TH416,1173,2
1550,1174,TH417,1174,2
1551,1175,TH418,1175,2
1552,1176,TH419,1176,2
1553,1177,TH420,1177,2
1554,1178,TH421,1178,2
1555,1179,TH422,1179,2
1556,1180,TH423,1180,2
1557,1181,TI101,1181,2
1558,1182,TI102,1182,2
1559,1183,TI103,1183,2
1560,1184,TI104,1184,2
1561,1185,TI105,1185,2
1562,1186,TI106,1186,2
1563,1187,TI107,1187,2
1564,1188,TI108,1188,2
1565,1189,TI109,1189,2
1566,1190,TI110,1190,2
1567,1191,TI111,1191,2
1568,1192,TI112,1192,2
1569,1193,TI113,1193,2
1570,1194,TI114,1194,2
1571,1195,TI115,1195,2
1572,1196,TI201,1196,2
1573,1197,TI202,1197,2
1574,1198,TI203,1198,2
1575,1199,TI204,1199,2
1576,1200,TI205,1200,2
1577,1201,TI206,1201,2
1578,1202,TI207,1202,2
1579,1203,TI208,1203,2
1580,1204,TI209,1204,2
1581,1205,TI210,1205,2
1582,1206,TI211,1206,2
1583,1207,TI212,1207,2
1584,1208,TI213,1208,2
1585,1209,TI214,1209,2
1586,1210,TI215,1210,2
1587,1211,TI216,1211,2
1588,1212,TI217,1212,2
1589,1213,TI218,1213,2
1590,1214,TI219,1214,2
1591,1215,TI220,1215,2
1592,1216,TI221,1216,2
1593,1217,TI222,1217,2
1594,1218,TI223,1218,2
1595,1219,TI224,1219,2
1596,1220,TI225,1220,2
1597,1221,TI226,1221,2
1598,1222,TI227,1222,2
1599,1223,TI228,1223,2
1600,1224,TI229,1224,2
1601,1225,TI230,1225,2
1602,1226,TI231,1226,2
1603,1227,TI232,1227,2
1604,1228,TI233,1228,2
1605,1229,TI234,1229,2
1606,1230,TI235,1230,2
1607,1231,TI236,1231,2
1608,1232,TI237,1232,2
1609,1233,TI238,1233,2
1610,1234,TI239,1234,2
1611,1235,TI301,1235,2
1612,1236,TI302,1236,2
1613,1237,TI303,1237,2
1614,1238,TI304,1238,2
1615,1239,TI305,1239,2
1616,1240,TI306,1240,2
1617,1241,TI307,1241,2
1618,1242,TI308,1242,2
1619,1243,TI309,1243,2
1620,1244,TI310,1244,2
1621,1245,TI311,1245,2
1622,1246,TI312,1246,2
1623,1247,TI313,1247,2
1624,1248,TI314,1248,2
1625,1249,TI315,1249,2
1626,1250,TI316,1250,2
1627,1251,TI317,1251,2
1628,1252,TJ101,1252,2
1629,1253,TJ102,1253,2
1630,1254,TJ103,1254,2
1631,1255,TJ104,1255,2
1632,1256,TJ105,1256,2
1633,1257,TJ106,1257,2
1634,1258,TJ107,1258,2
1635,1259,TJ108,1259,2
1636,1260,TJ109,1260,2
1637,1261,TJ110,1261,2
1638,1262,TJ111,1262,2
1639,1263,TJ112,1263,2
1640,1264,TJ113,1264,2
1641,1265,TJ114,1265,2
1642,1266,TJ115,1266,2
1643,1267,TJ116,1267,2
1644,1268,TJ117,1268,2
1645,1269,TJ201,1269,2
1646,1270,TJ202,1270,2
1647,1271,TJ203,1271,2
1648,1272,TJ204,1272,2
1649,1273,TJ205,1273,2
1650,1274,TJ206,1274,2
1651,1275,TJ207,1275,2
1652,1276,TJ208,1276,2
1653,1277,TJ209,1277,2
1654,1278,TJ210,1278,2
1655,1279,TJ211,1279,2
1656,1280,TJ301,1280,2
1657,1281,TJ302,1281,2
1658,1282,TJ303,1282,2
1659,1283,TJ304,1283,2
1660,1284,TJ305,1284,2
1661,1285,TJ401,1285,2
1662,1286,TJ402,1286,2
1663,1287,TJ403,1287,2
1664,1288,TJ404,1288,2
1665,1289,TJ405,1289,2
1666,1290,TJ406,1290,2
1667,1291,TJ501,1291,2
1668,1292,TJ502,1292,2
1669,1293,TJ503,1293,2
1670,1294,TJ504,1294,2
1671,1295,TJ505,1295,2
1672,1296,TJ506,1296,2
1673,1297,TJ507,1297,2
1674,1298,TJ508,1298,2
1675,1299,TJ509,1299,2
1676,1300,TJ510,1300,2
1677,1301,TJ601,1301,2
1678,1302,TJ602,1302,2
1679,1303,TJ603,1303,2
1680,1304,TJ604,1304,2
1681,1305,TJ605,1305,2
1682,1306,TJ606,1306,2
1683,1307,TJ701,1307,2
1684,1308,TJ702,1308,2
1685,1309,TJ703,1309,2
1686,1310,TJ704,1310,2
1687,1311,TJ705,1311,2
1688,1312,TJ706,1312,2
1689,1313,TJ707,1313,2
1690,1314,TJ708,1314,2
1691,1315,TJ801,1315,2
1692,1316,TJ802,1316,2
1693,1317,TJ803,1317,2
1694,1318,TJ804,1318,2
1695,1319,TJ805,1319,2
1696,1320,TJ806,1320,2
1697,1321,TJ807,1321,2
1698,1322,TJ808,1322,2
1699,1323,TJ809,1323,2
1700,1324,TJ810,1324,2
1701,1325,TJ811,1325,2
1702,1326,TJ812,1326,2
1703,1327,TJ813,1327,2
1704,1328,TJ814,1328,2
1705,1329,TJ815,1329,2
1706,1330,TJ816,1330,2
1707,1331,TJ817,1331,2
1708,1332,TJ818,1332,2
1709,1333,TJ819,1333,2
1710,1334,TJ820,1334,2
1711,1335,TJ821,1335,2
1712,1336,TJ822,1336,2
1713,1337,TJ823,1337,2
1714,1338,TJ824,1338,2
1715,1339,TJ825,1339,2
1716,1340,TJ826,1340,2
1717,1341,TJ827,1341,2
1718,1342,TJ828,1342,2
1719,1343,TJ829,1343,2
1720,1344,TJ830,1344,2
1721,1345,TJ831,1345,2
1722,1346,TJ832,1346,2
1723,1347,TJ833,1347,2
1724,1348,TJ834,1348,2
1725,1349,TJ835,1349,2
1726,1350,TJ836,1350,2
1727,1351,TK101,1351,2
1728,1352,TK102,1352,2
1729,1353,TK103,1353,2
1730,1354,TK104,1354,2
1731,1355,TK105,1355,2
1732,1356,TK106,1356,2
1733,1357,TK107,1357,2
1734,1358,TK108,1358,2
1735,1359,TK109,1359,2
1736,1360,TK110,1360,2
1737,1361,TK111,1361,2
1738,1362,TK112,1362,2
1739,1363,TK113,1363,2
1740,1364,TK114,1364,2
1741,1365,TK115,1365,2
1742,1366,TK116,1366,2
1743,1367,TK117,1367,2
1744,1368,TK118,1368,2
1745,1369,TK119,1369,2
1746,1370,TK120,1370,2
1747,1371,TK201,1371,2
1748,1372,TK202,1372,2
1749,1373,TK203,1373,2
1750,1374,TK204,1374,2
1751,1375,TK205,1375,2
1752,1376,TK206,1376,2
1753,1377,TK207,1377,2
1754,1378,TK208,1378,2
1755,1379,TK209,1379,2
1756,1380,TK210,1380,2
1757,1381,TK211,1381,2
1758,1382,TK212,1382,2
1759,1383,TK213,1383,2
1760,1384,TK214,1384,2
1761,1385,TK215,1385,2
1762,1386,TK216,1386,2
1763,1387,TK217,1387,2
1764,1388,TK218,1388,2
1765,1389,TK219,1389,2
1766,1390,TK220,1390,2
1767,1391,TK221,1391,2
1768,1392,TK222,1392,2
1769,1393,TK301,1393,2
1770,1394,TK302,1394,2
1771,1395,TK303,1395,2
1772,1396,TK304,1396,2
1773,1397,TK305,1397,2
1774,1398,TK306,1398,2
1775,1399,TK307,1399,2
1776,1400,TK308,1400,2
1777,1401,TK309,1401,2
1778,1402,TK310,1402,2
1779,1403,TK311,1403,2
1780,1404,TK312,1404,2
1781,1405,TK313,1405,2
1782,1406,TK314,1406,2
1783,1407,TK315,1407,2
1784,1408,TK316,1408,2
1785,1409,TK317,1409,2
1786,1410,TK318,1410,2
1787,1411,TL101,1411,2
1788,1412,TL102,1412,2
1789,1413,TL103,1413,2
1790,1414,TL201,1414,2
1791,1415,TL202,1415,2
1792,1416,TL203,1416,2
1793,1417,TL204,1417,2
1794,1418,TL205,1418,2
1795,1419,TL206,1419,2
1796,1420,TL207,1420,2
1797,1421,TL208,1421,2
1798,1422,TL209,1422,2
1799,1423,TL210,1423,2
1800,1424,TL211,1424,2
1801,1425,TL212,1425,2
1802,1426,TL213,1426,2
1803,1427,TL214,1427,2
1804,1428,TL215,1428,2
1805,1429,TL216,1429,2
1806,1430,TL217,1430,2
1807,1431,TL218,1431,2
1808,1432,TL301,1432,2
1809,1433,TL302,1433,2
1810,1434,TL303,1434,2
1811,1435,TL304,1435,2
1812,1436,TL305,1436,2
1813,1437,TL306,1437,2
1814,1438,TL307,1438,2
